participant_id,trial_index,choice,choice_B,problem_id,lottery_A,lottery_B,probabilities_A,outcomes_A,probabilities_B,outcomes_B
P015,30,A,0,problem5317,8 for sure,90% chance of -12; 5% chance of 104; 5% chance of 102,[1.0],[8.0],"[0.9, 0.05, 0.05]","[-12.0, 104.0, 102.0]"
P015,31,B,1,problem2855,-10 for sure,75% chance of -48; 25% chance of 75,[1.0],[-10.0],"[0.75, 0.25]","[-48.0, 75.0]"
P015,32,A,0,problem9871,95% chance of 25; 5% chance of -36,20% chance of -3; 40% chance of 38.5; 40% chance of 39.5,"[0.95, 0.05]","[25.0, -36.0]","[0.2, 0.4, 0.4]","[-3.0, 38.5, 39.5]"
P015,33,B,1,problem12207,50% chance of -9; 6.25% chance of 21.5; 18.75% chance of 22.5; 18.75% chance of 23.5; 6.25% chance of 24.5,5 for sure,"[0.5, 0.0625, 0.1875, 0.1875, 0.0625]","[-9.0, 21.5, 22.5, 23.5, 24.5]",[1.0],[5.0]
P015,34,B,1,problem7715,25% chance of 5; 2.34375% chance of 10.5; 11.7188% chance of 11.5; 23.4375% chance of 12.5; 23.4375% chance of 13.5; 11.7188% chance of 14.5; 2.34375% chance of 15.5,40% chance of 39; 60% chance of -4,"[0.25, 0.0234375, 0.1171875, 0.234375, 0.234375, 0.1171875, 0.0234375]","[5.0, 10.5, 11.5, 12.5, 13.5, 14.5, 15.5]","[0.4, 0.6]","[39.0, -4.0]"
P015,35,A,0,problem3679,40% chance of 69; 60% chance of 1,5% chance of 11; 95% chance of 20,"[0.4, 0.6]","[69.0, 1.0]","[0.05, 0.95]","[11.0, 20.0]"
P015,36,B,1,problem5393,25 for sure,99% chance of 20; 1% chance of 64,[1.0],[25.0],"[0.99, 0.01]","[20.0, 64.0]"
P015,37,B,1,problem6878,6 for sure,75% chance of 2; 25% chance of 44,[1.0],[6.0],"[0.75, 0.25]","[2.0, 44.0]"
P015,38,B,1,problem9784,75% chance of -9; 25% chance of 57,5% chance of 79; 95% chance of 8,"[0.75, 0.25]","[-9.0, 57.0]","[0.05, 0.95]","[79.0, 8.0]"
P015,39,B,1,problem4809,19 for sure,50% chance of 11; 50% chance of 27,[1.0],[19.0],"[0.5, 0.5]","[11.0, 27.0]"
P015,40,A,0,problem2997,95% chance of 27; 5% chance of 29,99% chance of 29; 1% chance of 1,"[0.95, 0.05]","[27.0, 29.0]","[0.99, 0.01]","[29.0, 1.0]"
P016,1,A,0,problem12496,50% chance of -21; 25% chance of 75.5; 25% chance of 76.5,29 for sure,"[0.5, 0.25, 0.25]","[-21.0, 75.5, 76.5]",[1.0],[29.0]
P016,2,A,0,problem2975,60% chance of -12; 40% chance of 107,30 for sure,"[0.6, 0.4]","[-12.0, 107.0]",[1.0],[30.0]
P016,3,B,1,problem4271,20% chance of -14; 40% chance of 3; 20% chance of 1; 10% chance of -3; 5% chance of -11; 5% chance of -27,-7 for sure,"[0.2, 0.4, 0.2, 0.1, 0.05, 0.05]","[-14.0, 3.0, 1.0, -3.0, -11.0, -27.0]",[1.0],[-7.0]
P016,4,B,1,problem4590,0.78125% chance of 7.5; 5.46875% chance of 8.5; 16.4062% chance of 9.5; 27.3438% chance of 10.5; 27.3438% chance of 11.5; 16.4062% chance of 12.5; 5.46875% chance of 13.5; 0.78125% chance of 14.5,99% chance of 11; 1% chance of -11,"[0.0078125, 0.0546875, 0.1640625, 0.2734375, 0.2734375, 0.1640625, 0.0546875, 0.0078125]","[7.5, 8.5, 9.5, 10.5, 11.5, 12.5, 13.5, 14.5]","[0.99, 0.01]","[11.0, -11.0]"
P016,5,A,0,problem10413,5% chance of 24; 47.5% chance of 27; 23.75% chance of 29; 11.875% chance of 33; 5.9375% chance of 41; 2.96875% chance of 57; 2.96875% chance of 89,25% chance of 33; 75% chance of 20,"[0.05, 0.475, 0.2375, 0.11875, 0.059375, 0.0296875, 0.0296875]","[24.0, 27.0, 29.0, 33.0, 41.0, 57.0, 89.0]","[0.25, 0.75]","[33.0, 20.0]"
P016,6,B,1,problem7768,20 for sure,25% chance of -16; 75% chance of 41,[1.0],[20.0],"[0.25, 0.75]","[-16.0, 41.0]"
P016,7,B,1,problem13470,1% chance of -44; 3.09375% chance of 26.5; 15.4688% chance of 27.5; 30.9375% chance of 28.5; 30.9375% chance of 29.5; 15.4688% chance of 30.5; 3.09375% chance of 31.5,28 for sure,"[0.01, 0.0309375, 0.1546875, 0.309375, 0.309375, 0.1546875, 0.0309375]","[-44.0, 26.5, 27.5, 28.5, 29.5, 30.5, 31.5]",[1.0],[28.0]
P016,8,B,1,problem14222,20% chance of -17; 40% chance of -1; 20% chance of 1; 10% chance of 5; 10% chance of 13,2 for sure,"[0.2, 0.4, 0.2, 0.1, 0.1]","[-17.0, -1.0, 1.0, 5.0, 13.0]",[1.0],[2.0]
P016,9,A,0,problem1168,50% chance of 7; 0.39062% chance of 15.5; 2.73438% chance of 16.5; 8.20312% chance of 17.5; 13.6719% chance of 18.5; 13.6719% chance of 19.5; 8.20312% chance of 20.5; 2.73438% chance of 21.5; 0.39062% chance of 22.5,11 for sure,"[0.5, 0.0039062000000000003, 0.027343799999999998, 0.0820312, 0.1367188, 0.1367188, 0.0820312, 0.027343799999999998, 0.0039062000000000003]","[7.0, 15.5, 16.5, 17.5, 18.5, 19.5, 20.5, 21.5, 22.5]",[1.0],[11.0]
P016,10,B,1,problem4057,75% chance of -13; 25% chance of 47,9 for sure,"[0.75, 0.25]","[-13.0, 47.0]",[1.0],[9.0]
P016,11,B,1,problem88,5% chance of 7; 0.74219% chance of 5.5; 5.19531% chance of 6.5; 15.5859% chance of 7.5; 25.9766% chance of 8.5; 25.9766% chance of 9.5; 15.5859% chance of 10.5; 5.19531% chance of 11.5; 0.74219% chance of 12.5,11 for sure,"[0.05, 0.0074219, 0.0519531, 0.1558594, 0.2597656, 0.2597656, 0.1558594, 0.0519531, 0.0074219]","[7.0, 5.5, 6.5, 7.5, 8.5, 9.5, 10.5, 11.5, 12.5]",[1.0],[11.0]
P016,12,A,0,problem9533,5% chance of -14; 95% chance of 29,20 for sure,"[0.05, 0.95]","[-14.0, 29.0]",[1.0],[20.0]
P016,13,B,1,problem11301,2 for sure,10% chance of -19; 11.25% chance of 20.5; 33.75% chance of 21.5; 33.75% chance of 22.5; 11.25% chance of 23.5,[1.0],[2.0],"[0.1, 0.1125, 0.3375, 0.3375, 0.1125]","[-19.0, 20.5, 21.5, 22.5, 23.5]"
P016,14,B,1,problem7550,14 for sure,75% chance of -1; 0.78125% chance of 97.5; 3.90625% chance of 98.5; 7.8125% chance of 99.5; 7.8125% chance of 100.5; 3.90625% chance of 101.5; 0.78125% chance of 102.5,[1.0],[14.0],"[0.75, 0.0078125, 0.0390625, 0.078125, 0.078125, 0.0390625, 0.0078125]","[-1.0, 97.5, 98.5, 99.5, 100.5, 101.5, 102.5]"
P016,15,A,0,problem2552,90% chance of -6; 10% chance of 119,9 for sure,"[0.9, 0.1]","[-6.0, 119.0]",[1.0],[9.0]
P016,16,B,1,problem758,4 for sure,80% chance of -6; 0.15625% chance of 37.5; 1.09375% chance of 38.5; 3.28125% chance of 39.5; 5.46875% chance of 40.5; 5.46875% chance of 41.5; 3.28125% chance of 42.5; 1.09375% chance of 43.5; 0.15625% chance of 44.5,[1.0],[4.0],"[0.8, 0.0015625, 0.0109375, 0.0328125, 0.0546875, 0.0546875, 0.0328125, 0.0109375, 0.0015625]","[-6.0, 37.5, 38.5, 39.5, 40.5, 41.5, 42.5, 43.5, 44.5]"
P016,17,A,0,problem1146,90% chance of 1; 1.25% chance of 77.5; 3.75% chance of 78.5; 3.75% chance of 79.5; 1.25% chance of 80.5,40% chance of 65; 60% chance of -35,"[0.9, 0.0125, 0.0375, 0.0375, 0.0125]","[1.0, 77.5, 78.5, 79.5, 80.5]","[0.4, 0.6]","[65.0, -35.0]"
P016,18,A,0,problem2758,1% chance of -1; 0.77344% chance of 1.5; 5.41406% chance of 2.5; 16.2422% chance of 3.5; 27.0703% chance of 4.5; 27.0703% chance of 5.5; 16.2422% chance of 6.5; 5.41406% chance of 7.5; 0.77344% chance of 8.5,1 for sure,"[0.01, 0.0077344, 0.054140600000000004, 0.1624219, 0.2707031, 0.2707031, 0.1624219, 0.054140600000000004, 0.0077344]","[-1.0, 1.5, 2.5, 3.5, 4.5, 5.5, 6.5, 7.5, 8.5]",[1.0],[1.0]
P016,19,A,0,problem679,19 for sure,20% chance of -36; 80% chance of 44,[1.0],[19.0],"[0.2, 0.8]","[-36.0, 44.0]"
P016,20,B,1,problem5477,1% chance of 3; 99% chance of 18,5% chance of 26; 95% chance of 26,"[0.01, 0.99]","[3.0, 18.0]","[0.05, 0.95]","[26.0, 26.0]"
P016,21,A,0,problem4389,23 for sure,90% chance of 13; 0.3125% chance of 19.5; 1.5625% chance of 20.5; 3.125% chance of 21.5; 3.125% chance of 22.5; 1.5625% chance of 23.5; 0.3125% chance of 24.5,[1.0],[23.0],"[0.9, 0.003125, 0.015625, 0.03125, 0.03125, 0.015625, 0.003125]","[13.0, 19.5, 20.5, 21.5, 22.5, 23.5, 24.5]"
P016,22,A,0,problem13877,75% chance of -2; 25% chance of 90,21 for sure,"[0.75, 0.25]","[-2.0, 90.0]",[1.0],[21.0]
P016,23,B,1,problem1537,80% chance of -37; 2.5% chance of 116.5; 7.5% chance of 117.5; 7.5% chance of 118.5; 2.5% chance of 119.5,-4 for sure,"[0.8, 0.025, 0.075, 0.075, 0.025]","[-37.0, 116.5, 117.5, 118.5, 119.5]",[1.0],[-4.0]
P016,24,A,0,problem12381,30 for sure,20% chance of -24; 80% chance of 57,[1.0],[30.0],"[0.2, 0.8]","[-24.0, 57.0]"
P016,25,A,0,problem6326,75% chance of 13; 25% chance of 1,95% chance of 7; 5% chance of 21,"[0.75, 0.25]","[13.0, 1.0]","[0.95, 0.05]","[7.0, 21.0]"
P016,26,B,1,problem13797,80% chance of -9; 10% chance of 65; 5% chance of 67; 2.5% chance of 71; 1.25% chance of 79; 0.625% chance of 95; 0.3125% chance of 127; 0.3125% chance of 191,0 for sure,"[0.8, 0.1, 0.05, 0.025, 0.0125, 0.00625, 0.003125, 0.003125]","[-9.0, 65.0, 67.0, 71.0, 79.0, 95.0, 127.0, 191.0]",[1.0],[0.0]
P016,27,A,0,problem13888,60% chance of -14; 40% chance of 0,-8 for sure,"[0.6, 0.4]","[-14.0, 0.0]",[1.0],[-8.0]
P016,28,B,1,problem1873,25% chance of 1; 75% chance of 11,25% chance of 27; 75% chance of 7,"[0.25, 0.75]","[1.0, 11.0]","[0.25, 0.75]","[27.0, 7.0]"
P016,29,B,1,problem3265,25% chance of 13; 75% chance of 30,90% chance of 26; 10% chance of 17,"[0.25, 0.75]","[13.0, 30.0]","[0.9, 0.1]","[26.0, 17.0]"
P016,30,B,1,problem5386,25% chance of 57; 75% chance of -16,75% chance of -1; 25% chance of 24,"[0.25, 0.75]","[57.0, -16.0]","[0.75, 0.25]","[-1.0, 24.0]"
P016,31,B,1,problem8568,29 for sure,25% chance of 17; 75% chance of 39,[1.0],[29.0],"[0.25, 0.75]","[17.0, 39.0]"
P016,32,B,1,problem6967,50% chance of -18; 50% chance of 70,27 for sure,"[0.5, 0.5]","[-18.0, 70.0]",[1.0],[27.0]
P016,33,A,0,problem10935,-2 for sure,95% chance of -5; 0.15625% chance of 8.5; 0.78125% chance of 9.5; 1.5625% chance of 10.5; 1.5625% chance of 11.5; 0.78125% chance of 12.5; 0.15625% chance of 13.5,[1.0],[-2.0],"[0.95, 0.0015625, 0.0078125, 0.015625, 0.015625, 0.0078125, 0.0015625]","[-5.0, 8.5, 9.5, 10.5, 11.5, 12.5, 13.5]"
P016,34,B,1,problem3899,1% chance of 7; 49.5% chance of 5; 24.75% chance of 7; 12.375% chance of 11; 6.1875% chance of 19; 6.1875% chance of 35,20% chance of 20; 80% chance of 11,"[0.01, 0.495, 0.2475, 0.12375, 0.061875, 0.061875]","[7.0, 5.0, 7.0, 11.0, 19.0, 35.0]","[0.2, 0.8]","[20.0, 11.0]"
P016,35,B,1,problem13954,1% chance of 0; 99% chance of -9,50% chance of -13; 50% chance of -3,"[0.01, 0.99]","[0.0, -9.0]","[0.5, 0.5]","[-13.0, -3.0]"
P016,36,B,1,problem10250,60% chance of -12; 40% chance of 5,-6 for sure,"[0.6, 0.4]","[-12.0, 5.0]",[1.0],[-6.0]
P016,37,B,1,problem11280,40% chance of 40; 60% chance of -2,75% chance of 3; 25% chance of 54,"[0.4, 0.6]","[40.0, -2.0]","[0.75, 0.25]","[3.0, 54.0]"
P016,38,A,0,problem11286,20% chance of -35; 80% chance of 1,50% chance of 17; 50% chance of -31,"[0.2, 0.8]","[-35.0, 1.0]","[0.5, 0.5]","[17.0, -31.0]"
P016,39,B,1,problem6366,18 for sure,99% chance of 13; 1% chance of 61,[1.0],[18.0],"[0.99, 0.01]","[13.0, 61.0]"
P016,40,A,0,problem11356,21 for sure,25% chance of -31; 75% chance of 51,[1.0],[21.0],"[0.25, 0.75]","[-31.0, 51.0]"
P017,1,B,1,problem5896,40% chance of -17; 0.46875% chance of 41.5; 3.28125% chance of 42.5; 9.84375% chance of 43.5; 16.4062% chance of 44.5; 16.4062% chance of 45.5; 9.84375% chance of 46.5; 3.28125% chance of 47.5; 0.46875% chance of 48.5,15 for sure,"[0.4, 0.0046875, 0.0328125, 0.0984375, 0.1640625, 0.1640625, 0.0984375, 0.0328125, 0.0046875]","[-17.0, 41.5, 42.5, 43.5, 44.5, 45.5, 46.5, 47.5, 48.5]",[1.0],[15.0]
P017,2,B,1,problem3408,20% chance of -6; 2.5% chance of 5.5; 12.5% chance of 6.5; 25% chance of 7.5; 25% chance of 8.5; 12.5% chance of 9.5; 2.5% chance of 10.5,50% chance of 16; 50% chance of 14,"[0.2, 0.025, 0.125, 0.25, 0.25, 0.125, 0.025]","[-6.0, 5.5, 6.5, 7.5, 8.5, 9.5, 10.5]","[0.5, 0.5]","[16.0, 14.0]"
P017,3,A,0,problem490,1% chance of 40; 99% chance of 13,50% chance of 3; 50% chance of 34,"[0.01, 0.99]","[40.0, 13.0]","[0.5, 0.5]","[3.0, 34.0]"
P017,4,A,0,problem10682,75% chance of -4; 25% chance of 66,24 for sure,"[0.75, 0.25]","[-4.0, 66.0]",[1.0],[24.0]
P017,5,B,1,problem12261,20 for sure,95% chance of 22; 5% chance of 38,[1.0],[20.0],"[0.95, 0.05]","[22.0, 38.0]"
P017,6,A,0,problem13675,25% chance of 107; 75% chance of -1,10% chance of 15; 90% chance of 41,"[0.25, 0.75]","[107.0, -1.0]","[0.1, 0.9]","[15.0, 41.0]"
P017,7,B,1,problem740,75% chance of -18; 25% chance of 52,-1 for sure,"[0.75, 0.25]","[-18.0, 52.0]",[1.0],[-1.0]
P017,8,A,0,problem6984,99% chance of 9; 0.03125% chance of 70.5; 0.15625% chance of 71.5; 0.3125% chance of 72.5; 0.3125% chance of 73.5; 0.15625% chance of 74.5; 0.03125% chance of 75.5,13 for sure,"[0.99, 0.0003125, 0.0015625, 0.003125, 0.003125, 0.0015625, 0.0003125]","[9.0, 70.5, 71.5, 72.5, 73.5, 74.5, 75.5]",[1.0],[13.0]
P017,9,B,1,problem256,16 for sure,80% chance of 4; 20% chance of 50,[1.0],[16.0],"[0.8, 0.2]","[4.0, 50.0]"
P017,10,A,0,problem13902,16 for sure,10% chance of -11; 90% chance of 20,[1.0],[16.0],"[0.1, 0.9]","[-11.0, 20.0]"
P017,11,B,1,problem12051,25% chance of 18; 2.34375% chance of 16.5; 11.7188% chance of 17.5; 23.4375% chance of 18.5; 23.4375% chance of 19.5; 11.7188% chance of 20.5; 2.34375% chance of 21.5,22 for sure,"[0.25, 0.0234375, 0.1171875, 0.234375, 0.234375, 0.1171875, 0.0234375]","[18.0, 16.5, 17.5, 18.5, 19.5, 20.5, 21.5]",[1.0],[22.0]
P017,12,A,0,problem7187,0.78125% chance of 26.5; 5.46875% chance of 27.5; 16.4062% chance of 28.5; 27.3438% chance of 29.5; 27.3438% chance of 30.5; 16.4062% chance of 31.5; 5.46875% chance of 32.5; 0.78125% chance of 33.5,80% chance of 41; 20% chance of -14,"[0.0078125, 0.0546875, 0.1640625, 0.2734375, 0.2734375, 0.1640625, 0.0546875, 0.0078125]","[26.5, 27.5, 28.5, 29.5, 30.5, 31.5, 32.5, 33.5]","[0.8, 0.2]","[41.0, -14.0]"
P017,13,B,1,problem3859,10% chance of 78; 90% chance of 8,60% chance of -13; 20% chance of 47; 10% chance of 49; 5% chance of 53; 2.5% chance of 61; 2.5% chance of 77,"[0.1, 0.9]","[78.0, 8.0]","[0.6, 0.2, 0.1, 0.05, 0.025, 0.025]","[-13.0, 47.0, 49.0, 53.0, 61.0, 77.0]"
P017,14,B,1,problem6975,50% chance of 71; 50% chance of -33,50% chance of 11; 50% chance of 40,"[0.5, 0.5]","[71.0, -33.0]","[0.5, 0.5]","[11.0, 40.0]"
P017,15,B,1,problem2966,75% chance of -37; 25% chance of 75,-10 for sure,"[0.75, 0.25]","[-37.0, 75.0]",[1.0],[-10.0]
P017,16,A,0,problem14205,26 for sure,99% chance of 25; 0.03125% chance of 59.5; 0.15625% chance of 60.5; 0.3125% chance of 61.5; 0.3125% chance of 62.5; 0.15625% chance of 63.5; 0.03125% chance of 64.5,[1.0],[26.0],"[0.99, 0.0003125, 0.0015625, 0.003125, 0.003125, 0.0015625, 0.0003125]","[25.0, 59.5, 60.5, 61.5, 62.5, 63.5, 64.5]"
P017,17,A,0,problem12464,25% chance of -5; 0.58594% chance of 38.5; 4.10156% chance of 39.5; 12.3047% chance of 40.5; 20.5078% chance of 41.5; 20.5078% chance of 42.5; 12.3047% chance of 43.5; 4.10156% chance of 44.5; 0.58594% chance of 45.5,50% chance of 28; 50% chance of 8,"[0.25, 0.0058594, 0.0410156, 0.12304690000000001, 0.20507809999999999, 0.20507809999999999, 0.12304690000000001, 0.0410156, 0.0058594]","[-5.0, 38.5, 39.5, 40.5, 41.5, 42.5, 43.5, 44.5, 45.5]","[0.5, 0.5]","[28.0, 8.0]"
P017,18,A,0,problem12736,95% chance of 26; 2.5% chance of 45.5; 2.5% chance of 46.5,21 for sure,"[0.95, 0.025, 0.025]","[26.0, 45.5, 46.5]",[1.0],[21.0]
P017,19,A,0,problem14229,75% chance of -11; 25% chance of 9,-7 for sure,"[0.75, 0.25]","[-11.0, 9.0]",[1.0],[-7.0]
P017,20,A,0,problem14487,80% chance of 11; 20% chance of 114,29 for sure,"[0.8, 0.2]","[11.0, 114.0]",[1.0],[29.0]
P017,21,B,1,problem11755,27 for sure,50% chance of -22; 6.25% chance of 85.5; 18.75% chance of 86.5; 18.75% chance of 87.5; 6.25% chance of 88.5,[1.0],[27.0],"[0.5, 0.0625, 0.1875, 0.1875, 0.0625]","[-22.0, 85.5, 86.5, 87.5, 88.5]"
P017,22,B,1,problem8522,95% chance of 19; 5% chance of 10,95% chance of 25; 2.5% chance of 50; 1.25% chance of 52; 0.625% chance of 56; 0.3125% chance of 64; 0.15625% chance of 80; 0.15625% chance of 112,"[0.95, 0.05]","[19.0, 10.0]","[0.95, 0.025, 0.0125, 0.00625, 0.003125, 0.0015625, 0.0015625]","[25.0, 50.0, 52.0, 56.0, 64.0, 80.0, 112.0]"
P017,23,B,1,problem9046,25% chance of -37; 75% chance of 11,80% chance of 5; 20% chance of -5,"[0.25, 0.75]","[-37.0, 11.0]","[0.8, 0.2]","[5.0, -5.0]"
P017,24,B,1,problem8005,90% chance of 1; 5% chance of 18; 2.5% chance of 20; 1.25% chance of 24; 0.625% chance of 32; 0.3125% chance of 48; 0.3125% chance of 80,8 for sure,"[0.9, 0.05, 0.025, 0.0125, 0.00625, 0.003125, 0.003125]","[1.0, 18.0, 20.0, 24.0, 32.0, 48.0, 80.0]",[1.0],[8.0]
P017,25,A,0,problem7102,20% chance of 74; 80% chance of 13,10% chance of 21; 11.25% chance of 35.5; 33.75% chance of 36.5; 33.75% chance of 37.5; 11.25% chance of 38.5,"[0.2, 0.8]","[74.0, 13.0]","[0.1, 0.1125, 0.3375, 0.3375, 0.1125]","[21.0, 35.5, 36.5, 37.5, 38.5]"
P017,26,A,0,problem5152,90% chance of 32; 10% chance of 70,60% chance of 38; 40% chance of 11,"[0.9, 0.1]","[32.0, 70.0]","[0.6, 0.4]","[38.0, 11.0]"
P017,27,A,0,problem8943,75% chance of -1; 0.19531% chance of 42.5; 1.36719% chance of 43.5; 4.10156% chance of 44.5; 6.83594% chance of 45.5; 6.83594% chance of 46.5; 4.10156% chance of 47.5; 1.36719% chance of 48.5; 0.19531% chance of 49.5,10% chance of 42; 90% chance of 10,"[0.75, 0.0019531000000000001, 0.013671899999999999, 0.0410156, 0.0683594, 0.0683594, 0.0410156, 0.013671899999999999, 0.0019531000000000001]","[-1.0, 42.5, 43.5, 44.5, 45.5, 46.5, 47.5, 48.5, 49.5]","[0.1, 0.9]","[42.0, 10.0]"
P017,28,A,0,problem1189,10% chance of 46; 90% chance of 0,60% chance of -24; 40% chance of 34,"[0.1, 0.9]","[46.0, 0.0]","[0.6, 0.4]","[-24.0, 34.0]"
P017,29,B,1,problem8466,13 for sure,60% chance of -3; 40% chance of 35,[1.0],[13.0],"[0.6, 0.4]","[-3.0, 35.0]"
P017,30,A,0,problem2707,4 for sure,20% chance of -11; 80% chance of -6,[1.0],[4.0],"[0.2, 0.8]","[-11.0, -6.0]"
P017,31,A,0,problem7660,95% chance of 18; 2.5% chance of 81; 1.25% chance of 79; 0.625% chance of 75; 0.3125% chance of 67; 0.3125% chance of 51,22 for sure,"[0.95, 0.025, 0.0125, 0.00625, 0.003125, 0.003125]","[18.0, 81.0, 79.0, 75.0, 67.0, 51.0]",[1.0],[22.0]
P017,32,B,1,problem3171,8 for sure,50% chance of -5; 1.5625% chance of 17.5; 7.8125% chance of 18.5; 15.625% chance of 19.5; 15.625% chance of 20.5; 7.8125% chance of 21.5; 1.5625% chance of 22.5,[1.0],[8.0],"[0.5, 0.015625, 0.078125, 0.15625, 0.15625, 0.078125, 0.015625]","[-5.0, 17.5, 18.5, 19.5, 20.5, 21.5, 22.5]"
P017,33,B,1,problem6885,90% chance of 8; 10% chance of 62,20 for sure,"[0.9, 0.1]","[8.0, 62.0]",[1.0],[20.0]
P017,34,B,1,problem6585,17 for sure,60% chance of 17; 1.25% chance of 25.5; 6.25% chance of 26.5; 12.5% chance of 27.5; 12.5% chance of 28.5; 6.25% chance of 29.5; 1.25% chance of 30.5,[1.0],[17.0],"[0.6, 0.0125, 0.0625, 0.125, 0.125, 0.0625, 0.0125]","[17.0, 25.5, 26.5, 27.5, 28.5, 29.5, 30.5]"
P017,35,A,0,problem6452,95% chance of 10; 5% chance of -14,40% chance of -9; 60% chance of 20,"[0.95, 0.05]","[10.0, -14.0]","[0.4, 0.6]","[-9.0, 20.0]"
P017,36,A,0,problem8433,99% chance of 29; 1% chance of 78,27 for sure,"[0.99, 0.01]","[29.0, 78.0]",[1.0],[27.0]
P017,37,A,0,problem11081,99% chance of 27; 1% chance of 49,80% chance of 28; 20% chance of 19,"[0.99, 0.01]","[27.0, 49.0]","[0.8, 0.2]","[28.0, 19.0]"
P017,38,A,0,problem7449,80% chance of 11; 20% chance of 68,29 for sure,"[0.8, 0.2]","[11.0, 68.0]",[1.0],[29.0]
P017,39,A,0,problem13551,20% chance of 54; 80% chance of -2,99% chance of 2; 1% chance of 22,"[0.2, 0.8]","[54.0, -2.0]","[0.99, 0.01]","[2.0, 22.0]"
P017,40,A,0,problem11727,75% chance of 28; 25% chance of 65,40% chance of 53; 60% chance of 5,"[0.75, 0.25]","[28.0, 65.0]","[0.4, 0.6]","[53.0, 5.0]"
P018,1,A,0,problem261,60% chance of 5; 20% chance of 62; 10% chance of 64; 5% chance of 68; 5% chance of 76,25 for sure,"[0.6, 0.2, 0.1, 0.05, 0.05]","[5.0, 62.0, 64.0, 68.0, 76.0]",[1.0],[25.0]
P018,2,B,1,problem3406,95% chance of 7; 5% chance of 34,95% chance of 21; 5% chance of -5,"[0.95, 0.05]","[7.0, 34.0]","[0.95, 0.05]","[21.0, -5.0]"
P018,3,B,1,problem12639,95% chance of 1; 5% chance of 45,7 for sure,"[0.95, 0.05]","[1.0, 45.0]",[1.0],[7.0]
P018,4,A,0,problem9355,-7 for sure,90% chance of -21; 10% chance of 75,[1.0],[-7.0],"[0.9, 0.1]","[-21.0, 75.0]"
P018,5,B,1,problem8408,75% chance of 16; 12.5% chance of 43; 6.25% chance of 41; 6.25% chance of 37,75% chance of 33; 25% chance of -23,"[0.75, 0.125, 0.0625, 0.0625]","[16.0, 43.0, 41.0, 37.0]","[0.75, 0.25]","[33.0, -23.0]"
P018,6,A,0,problem8996,5% chance of 43; 95% chance of 4,60% chance of -14; 40% chance of 58,"[0.05, 0.95]","[43.0, 4.0]","[0.6, 0.4]","[-14.0, 58.0]"
P018,7,A,0,problem7779,5% chance of 28; 95% chance of 9,99% chance of 6; 1% chance of 12,"[0.05, 0.95]","[28.0, 9.0]","[0.99, 0.01]","[6.0, 12.0]"
P018,8,B,1,problem11706,1% chance of -27; 49.5% chance of -5; 49.5% chance of -7,-10 for sure,"[0.01, 0.495, 0.495]","[-27.0, -5.0, -7.0]",[1.0],[-10.0]
P018,9,A,0,problem11322,28 for sure,25% chance of 61; 75% chance of 17,[1.0],[28.0],"[0.25, 0.75]","[61.0, 17.0]"
P018,10,B,1,problem2036,90% chance of 23; 10% chance of -8,1% chance of -31; 99% chance of 25,"[0.9, 0.1]","[23.0, -8.0]","[0.01, 0.99]","[-31.0, 25.0]"
P018,11,A,0,problem9823,4 for sure,80% chance of -2; 20% chance of -2,[1.0],[4.0],"[0.8, 0.2]","[-2.0, -2.0]"
P018,12,A,0,problem9221,60% chance of -8; 20% chance of 16.5; 20% chance of 17.5,60% chance of 2; 40% chance of -20,"[0.6, 0.2, 0.2]","[-8.0, 16.5, 17.5]","[0.6, 0.4]","[2.0, -20.0]"
P018,13,B,1,problem4628,18 for sure,75% chance of 9; 25% chance of 46,[1.0],[18.0],"[0.75, 0.25]","[9.0, 46.0]"
P018,14,B,1,problem9086,99% chance of 7; 0.125% chance of 39.5; 0.375% chance of 40.5; 0.375% chance of 41.5; 0.125% chance of 42.5,5% chance of 44; 95% chance of 7,"[0.99, 0.00125, 0.00375, 0.00375, 0.00125]","[7.0, 39.5, 40.5, 41.5, 42.5]","[0.05, 0.95]","[44.0, 7.0]"
P018,15,A,0,problem6353,-7 for sure,95% chance of -9; 0.15625% chance of -4.5; 0.78125% chance of -3.5; 1.5625% chance of -2.5; 1.5625% chance of -1.5; 0.78125% chance of -0.5; 0.15625% chance of 0.5,[1.0],[-7.0],"[0.95, 0.0015625, 0.0078125, 0.015625, 0.015625, 0.0078125, 0.0015625]","[-9.0, -4.5, -3.5, -2.5, -1.5, -0.5, 0.5]"
P018,16,B,1,problem6237,16 for sure,50% chance of -13; 50% chance of 47,[1.0],[16.0],"[0.5, 0.5]","[-13.0, 47.0]"
P018,17,B,1,problem14139,99% chance of 28; 0.03125% chance of 31.5; 0.15625% chance of 32.5; 0.3125% chance of 33.5; 0.3125% chance of 34.5; 0.15625% chance of 35.5; 0.03125% chance of 36.5,22 for sure,"[0.99, 0.0003125, 0.0015625, 0.003125, 0.003125, 0.0015625, 0.0003125]","[28.0, 31.5, 32.5, 33.5, 34.5, 35.5, 36.5]",[1.0],[22.0]
P018,18,A,0,problem7154,-3 for sure,90% chance of -11; 10% chance of 25,[1.0],[-3.0],"[0.9, 0.1]","[-11.0, 25.0]"
