row_id,Problem,Feedback,n,Block,Ha,pHa,La,Hb,pHb,Lb,LotShapeB,LotNumB,Amb,Corr,bRate,bRate_std,lottery_A,lottery_B,ev_A,ev_B,sd_A,sd_B,min_A,min_B,max_A,max_B,n_outcomes_A,n_outcomes_B,majority_choice
3620,2947,False,16,1,15,1.0,15,40,0.25,2,1,6,False,0,0.3625,0.4080441152620633,$15 for sure,75% chance of $2; 0.781% chance of $37.5; 3.906% chance of $38.5; 7.812% chance of $39.5; 7.812% chance of $40.5; 3.906% chance of $41.5; 0.781% chance of $42.5,15.0,11.5,0.0,16.463975826026957,15.0,2.0,15.0,42.5,1,7,A
3623,2949,False,15,1,23,0.2,2,96,0.05,1,2,7,False,0,0.6266666666666667,0.384460041889302,20% chance of $23; 80% chance of $2,95% chance of $1; 2.5% chance of $90; 1.25% chance of $92; 0.625% chance of $96; 0.312% chance of $104; 0.156% chance of $120; 0.078% chance of $152; 0.078% chance of $216,6.200000000000001,5.750000000000019,8.399999999999999,21.085243655220204,2.0,1.0,23.0,216.0,2,8,B
3627,2952,False,15,1,-6,1.0,-6,21,0.6,-44,3,4,False,0,0.7200000000000001,0.3363671463488329,-$6 for sure,40% chance of -$44; 30% chance of $24; 15% chance of $22; 7.5% chance of $18; 7.5% chance of $10,-6.0,-5.000000000000002,0.0,32.04059924533247,-6.0,-44.0,-6.0,24.0,1,5,B
3629,2953,False,15,1,22,1.0,22,17,0.9,15,0,1,False,0,0.1199999999999999,0.2484236013632475,$22 for sure,10% chance of $15; 90% chance of $17,22.0,16.8,0.0,0.6,22.0,15.0,22.0,17.0,1,2,A
3634,2957,False,16,1,18,0.4,-10,12,0.9,-40,2,6,False,0,0.575,0.3924283374069717,40% chance of $18; 60% chance of -$10,10% chance of -$40; 45% chance of $7; 22.5% chance of $9; 11.25% chance of $13; 5.625% chance of $21; 2.812% chance of $37; 2.812% chance of $69,1.2000000000000002,6.8,13.717142559585797,19.242141252989487,-10.0,-40.0,18.0,69.0,2,7,B
3637,2959,False,17,1,27,1.0,27,56,0.4,2,3,5,False,0,0.2823529411764706,0.3166924654093602,$27 for sure,60% chance of $2; 20% chance of $60; 10% chance of $58; 5% chance of $54; 2.5% chance of $46; 2.5% chance of $30,27.0,23.599999999999998,0.0,26.889403117213295,27.0,2.0,27.0,60.0,1,6,A
3640,2961,False,17,1,-3,1.0,-3,0,0.99,-11,2,3,False,0,0.6705882352941177,0.3670229997601529,-$3 for sure,1% chance of -$11; 49.5% chance of -$2; 24.75% chance of $0; 24.75% chance of $4,-3.0,-0.10999999999999999,0.0,2.671684861655656,-3.0,-11.0,-3.0,4.0,1,4,B
3642,2962,False,17,1,-2,1.0,-2,-3,0.5,-10,0,1,False,0,0.1176470588235294,0.2007339474206064,-$2 for sure,50% chance of -$10; 50% chance of -$3,-2.0,-6.5,0.0,3.5,-2.0,-10.0,-2.0,-3.0,1,2,A
3645,2964,False,15,1,7,1.0,7,89,0.1,-6,2,3,False,0,0.48,0.3839642840533107,$7 for sure,90% chance of -$6; 5% chance of $87; 2.5% chance of $89; 2.5% chance of $93,7.0,3.499999999999996,0.0,28.510524372589146,7.0,-6.0,7.0,93.0,1,4,A
3648,2966,False,31,1,-2,1.0,-2,1,0.75,-20,2,8,False,0,0.567741935483871,0.4003224506771123,-$2 for sure,25% chance of -$20; 37.5% chance of -$6; 18.75% chance of -$4; 9.375% chance of $0; 4.688% chance of $8; 2.344% chance of $24; 1.172% chance of $56; 0.586% chance of $120; 0.586% chance of $248,-2.0,-4.25,0.0,24.422069936841964,-2.0,-20.0,-2.0,248.0,1,9,B
3651,2968,False,16,1,69,0.1,-17,22,0.05,-14,1,2,False,0,0.3625,0.4014556845614054,10% chance of $69; 90% chance of -$17,95% chance of -$14; 2.5% chance of $21.5; 2.5% chance of $22.5,-8.4,-12.2,25.8,7.846814640349294,-17.0,-14.0,69.0,22.5,2,3,A
3655,2970,False,16,1,-2,1.0,-2,23,0.25,-13,0,1,False,0,0.375,0.3336665001664586,-$2 for sure,75% chance of -$13; 25% chance of $23,-2.0,-4.0,0.0,15.588457268119896,-2.0,-13.0,-2.0,23.0,1,2,A
3656,2971,False,16,1,-6,1.0,-6,59,0.4,-46,0,1,False,0,0.5375,0.307408522978788,-$6 for sure,60% chance of -$46; 40% chance of $59,-6.0,-3.9999999999999964,0.0,51.43928459844674,-6.0,-46.0,-6.0,59.0,1,2,B
3659,2973,False,16,1,29,1.0,29,34,0.75,1,2,5,False,0,0.2750000000000001,0.3172801075810878,$29 for sure,25% chance of $1; 37.5% chance of $30; 18.75% chance of $32; 9.375% chance of $36; 4.688% chance of $44; 4.688% chance of $60,29.0,25.75,0.0,15.738090735537142,29.0,1.0,29.0,60.0,1,6,A
3661,2974,False,16,1,12,1.0,12,21,0.8,9,0,1,False,0,0.7874999999999999,0.3222318006239194,$12 for sure,20% chance of $9; 80% chance of $21,12.0,18.6,0.0,4.8,12.0,9.0,12.0,21.0,1,2,B
3663,2976,False,16,1,93,0.2,-25,-1,1.0,-1,0,1,False,0,0.6125,0.389657969677682,20% chance of $93; 80% chance of -$25,-$1 for sure,-1.3999999999999986,-1.0,47.2,0.0,-25.0,-1.0,93.0,-1.0,2,1,B
3665,2978,False,16,1,86,0.1,-14,68,0.4,-39,0,1,False,-1,0.6125,0.3827531841800928,10% chance of $86; 90% chance of -$14,60% chance of -$39; 40% chance of $68,-4.0,3.8000000000000043,30.0,52.41908049556001,-14.0,-39.0,86.0,68.0,2,2,B
3668,2980,False,16,1,-5,1.0,-5,71,0.2,-18,0,1,False,0,0.8,0.3425395354310701,-$5 for sure,80% chance of -$18; 20% chance of $71,-5.0,-0.1999999999999993,0.0,35.6,-5.0,-18.0,-5.0,71.0,1,2,B
3670,2981,False,16,1,45,0.5,-25,53,0.6,-49,2,3,False,-1,0.7,0.3183289703016885,50% chance of $45; 50% chance of -$25,40% chance of -$49; 30% chance of $51; 15% chance of $53; 15% chance of $57,10.0,12.200000000000001,35.0,50.005599686435126,-25.0,-49.0,45.0,57.0,2,4,B
3716,3024,False,17,1,69,0.25,1,36,0.75,-4,0,1,False,0,0.3411764705882353,0.4402539374176734,25% chance of $69; 75% chance of $1,25% chance of -$4; 75% chance of $36,18.0,26.0,29.444863728670914,17.320508075688775,1.0,-4.0,69.0,36.0,2,2,A
3718,3026,False,16,1,30,0.8,-3,28,0.9,-3,2,5,False,-1,0.4875,0.399791612384919,80% chance of $30; 20% chance of -$3,10% chance of -$3; 45% chance of $24; 22.5% chance of $26; 11.25% chance of $30; 5.625% chance of $38; 5.625% chance of $54,23.4,24.9,13.2,11.77667185583431,-3.0,-3.0,30.0,54.0,2,6,A
3740,3048,False,15,1,8,0.4,1,21,0.6,-22,0,1,False,0,0.3066666666666666,0.3990464825532174,40% chance of $8; 60% chance of $1,40% chance of -$22; 60% chance of $21,3.8000000000000003,3.799999999999999,3.429285639896449,21.06561178793533,1.0,-22.0,8.0,21.0,2,2,A
3743,3050,False,15,1,18,1.0,18,63,0.6,-30,3,5,False,0,0.6266666666666667,0.3990464825532174,$18 for sure,40% chance of -$30; 30% chance of $67; 15% chance of $65; 7.5% chance of $61; 3.75% chance of $53; 3.75% chance of $37,18.0,25.8,0.0,45.94083151184794,18.0,-30.0,18.0,67.0,1,6,B
3747,3054,False,32,1,7,1.0,7,30,0.6,-46,1,4,False,0,0.5125,0.348035964029674,$7 for sure,40% chance of -$46; 7.5% chance of $28.5; 22.5% chance of $29.5; 22.5% chance of $30.5; 7.5% chance of $31.5,7.0,-0.40000000000000346,0.0,37.23828674898995,7.0,-46.0,7.0,31.5,1,5,B
3752,3057,False,15,1,63,0.6,-42,44,0.6,-13,1,6,False,-1,0.5866666666666667,0.324844285041017,60% chance of $63; 40% chance of -$42,40% chance of -$13; 1.875% chance of $41.5; 9.375% chance of $42.5; 18.75% chance of $43.5; 18.75% chance of $44.5; 9.375% chance of $45.5; 1.875% chance of $46.5,20.999999999999996,21.2,51.43928459844674,27.937609060189818,-42.0,-13.0,63.0,46.5,2,7,B
3755,3059,False,15,1,31,0.5,-25,6,0.2,-7,0,1,False,0,0.2666666666666666,0.2225394561056747,50% chance of $31; 50% chance of -$25,80% chance of -$7; 20% chance of $6,3.0,-4.4,28.0,5.2,-25.0,-7.0,31.0,6.0,2,2,A
3761,3064,False,15,1,21,0.99,5,35,0.5,9,1,4,False,0,0.4533333333333334,0.3739111175259753,99% chance of $21; 1% chance of $5,50% chance of $9; 6.25% chance of $33.5; 18.75% chance of $34.5; 18.75% chance of $35.5; 6.25% chance of $36.5,20.84,22.0,1.5919798993705925,13.01441508482037,5.0,9.0,21.0,36.5,2,5,A
3763,3065,False,16,1,24,1.0,24,30,0.6,19,2,4,False,0,0.55,0.3829708431025353,$24 for sure,40% chance of $19; 30% chance of $27; 15% chance of $29; 7.5% chance of $33; 7.5% chance of $41,24.0,25.6,0.0,6.452906321960673,24.0,19.0,24.0,41.0,1,5,B
3768,3069,False,16,1,42,0.75,-10,60,0.6,16,0,1,False,0,0.875,0.2720294101747089,75% chance of $42; 25% chance of -$10,40% chance of $16; 60% chance of $60,29.0,42.4,22.516660498395403,21.555509736491967,-10.0,16.0,42.0,60.0,2,2,B
3770,3070,False,16,1,62,0.01,4,21,0.5,-25,2,4,False,0,0.275,0.3415650255319866,1% chance of $62; 99% chance of $4,50% chance of -$25; 25% chance of $18; 12.5% chance of $20; 6.25% chance of $24; 6.25% chance of $32,4.58,-2.0,5.770927135218396,23.22713929867387,4.0,-25.0,62.0,32.0,2,5,A
3771,3071,False,16,1,11,0.95,-33,10,0.75,-2,1,6,False,0,0.625,0.4187282332651254,95% chance of $11; 5% chance of -$33,25% chance of -$2; 2.344% chance of $7.5; 11.719% chance of $8.5; 23.438% chance of $9.5; 23.438% chance of $10.5; 11.719% chance of $11.5; 2.344% chance of $12.5,8.799999999999997,7.0,9.589577675789485,5.2855936279664935,-33.0,-2.0,11.0,12.5,2,7,B
3773,3072,False,16,1,2,1.0,2,73,0.01,-9,0,1,False,0,0.125,0.2816617356570347,$2 for sure,99% chance of -$9; 1% chance of $73,2.0,-8.18,0.0,8.158896984274284,2.0,-9.0,2.0,73.0,1,2,A
3777,3074,False,16,1,48,0.01,23,31,0.6,21,1,2,False,-1,0.7875000000000002,0.2680174123696692,1% chance of $48; 99% chance of $23,40% chance of $21; 30% chance of $30.5; 30% chance of $31.5,23.25,27.0,2.48746859276655,4.914264950122246,23.0,21.0,48.0,31.5,2,3,B
3782,3077,False,15,1,56,0.25,3,10,0.95,-11,2,3,False,0,0.2133333333333332,0.3814758308514571,25% chance of $56; 75% chance of $3,5% chance of -$11; 47.5% chance of $8; 23.75% chance of $10; 23.75% chance of $14,16.25,8.95,22.949673200287624,5.162121656838399,3.0,-11.0,56.0,14.0,2,4,A
3783,3078,False,16,1,2,1.0,2,7,0.95,-40,3,2,False,0,0.5375,0.3913651321549567,$2 for sure,5% chance of -$40; 47.5% chance of $8; 47.5% chance of $6,2.0,4.649999999999999,0.0,10.289679295293906,2.0,-40.0,2.0,8.0,1,3,B
3785,3079,False,16,1,1,1.0,1,0,0.5,-4,0,1,False,0,0.075,0.204939015319192,$1 for sure,50% chance of -$4; 50% chance of $0,1.0,-2.0,0.0,2.0,1.0,-4.0,1.0,0.0,1,2,A
3793,3086,False,15,1,24,1.0,24,24,0.1,18,0,1,False,0,0.1466666666666666,0.2972893411828826,$24 for sure,90% chance of $18; 10% chance of $24,24.0,18.6,0.0,1.8,24.0,18.0,24.0,24.0,1,2,A
3799,3091,False,16,1,14,1.0,14,58,0.5,-25,0,1,False,0,0.4125,0.3827531841800928,$14 for sure,50% chance of -$25; 50% chance of $58,14.0,16.5,0.0,41.5,14.0,-25.0,14.0,58.0,1,2,A
3807,3098,False,15,1,30,0.75,-22,17,1.0,17,0,1,False,0,0.52,0.4459340117743239,75% chance of $30; 25% chance of -$22,$17 for sure,17.0,17.0,22.516660498395403,0.0,-22.0,17.0,30.0,17.0,2,1,B
3811,3101,False,16,1,96,0.01,27,38,0.75,33,0,1,False,0,0.7125,0.3997916123849191,1% chance of $96; 99% chance of $27,25% chance of $33; 75% chance of $38,27.69,36.75,6.865413316035678,2.165063509461097,27.0,33.0,96.0,38.0,2,2,B
3812,3102,False,16,1,5,1.0,5,8,0.05,6,0,1,False,0,0.85,0.2581988897471611,$5 for sure,95% chance of $6; 5% chance of $8,5.0,6.1,0.0,0.43588989435406733,5.0,6.0,5.0,8.0,1,2,B
3817,3106,False,17,1,65,0.25,-19,16,0.5,-2,1,8,False,0,0.6470588235294118,0.3776864557056943,25% chance of $65; 75% chance of -$19,50% chance of -$2; 0.391% chance of $12.5; 2.734% chance of $13.5; 8.203% chance of $14.5; 13.672% chance of $15.5; 13.672% chance of $16.5; 8.203% chance of $17.5; 2.734% chance of $18.5; 0.391% chance of $19.5,2.0,7.0,36.373066958946424,9.048480535426929,-19.0,-2.0,65.0,19.5,2,9,B
3820,3108,False,17,1,22,1.0,22,60,0.5,8,0,1,False,0,0.7279411764705882,0.3174461510611357,$22 for sure,50% chance of $8; 50% chance of $60,22.0,34.0,0.0,26.0,22.0,8.0,22.0,60.0,1,2,B
3830,3117,False,16,1,23,1.0,23,56,0.6,-33,0,1,False,0,0.3625,0.4272001872658765,$23 for sure,40% chance of -$33; 60% chance of $56,23.0,20.4,0.0,43.60091742154057,23.0,-33.0,23.0,56.0,1,2,A
3832,3118,False,16,1,47,0.05,18,64,0.01,18,0,1,False,0,0.2875,0.3721558813185679,5% chance of $47; 95% chance of $18,99% chance of $18; 1% chance of $64,19.45,18.46,6.320403468133977,4.576942210690452,18.0,18.0,47.0,64.0,2,2,A
3834,3119,False,16,1,22,1.0,22,28,0.75,-2,2,6,False,0,0.6,0.4258325179379017,$22 for sure,25% chance of -$2; 37.5% chance of $23; 18.75% chance of $25; 9.375% chance of $29; 4.688% chance of $37; 2.344% chance of $53; 2.344% chance of $85,22.0,20.5,0.0,16.56804152578089,22.0,-2.0,22.0,85.0,1,7,B
3841,3124,False,17,1,36,0.6,16,33,0.05,20,1,2,False,0,0.5176470588235295,0.4065637928382935,60% chance of $36; 40% chance of $16,95% chance of $20; 2.5% chance of $32.5; 2.5% chance of $33.5,28.0,20.65,9.797958971132712,2.8354893757515653,16.0,20.0,36.0,33.5,2,3,B
3847,3130,False,17,1,29,0.75,18,26,1.0,26,0,1,False,0,0.4823529411764706,0.4126670784628437,75% chance of $29; 25% chance of $18,$26 for sure,26.25,26.0,4.763139720814412,0.0,18.0,26.0,29.0,26.0,2,1,A
3850,3132,False,16,1,27,1.0,27,30,0.4,12,0,1,False,0,0.1875,0.2963668897386031,$27 for sure,60% chance of $12; 40% chance of $30,27.0,19.2,0.0,8.818163074019441,27.0,12.0,27.0,30.0,1,2,A
3855,3136,False,16,1,62,0.4,-30,17,0.75,-3,2,4,False,0,0.7000000000000001,0.3577708763999663,40% chance of $62; 60% chance of -$30,25% chance of -$3; 37.5% chance of $14; 18.75% chance of $16; 9.375% chance of $20; 9.375% chance of $28,6.800000000000001,12.0,45.07061126721048,9.526279441628825,-30.0,-3.0,62.0,28.0,2,5,B
3858,3138,False,16,1,78,0.1,8,51,0.4,-13,2,5,False,0,0.3875,0.389657969677682,10% chance of $78; 90% chance of $8,60% chance of -$13; 20% chance of $47; 10% chance of $49; 5% chance of $53; 2.5% chance of $61; 2.5% chance of $77,15.0,12.6,21.0,31.72128622865094,8.0,-13.0,78.0,77.0,2,6,A
3870,3148,False,16,1,14,1.0,14,19,0.2,11,0,1,False,0,0.7250000000000001,0.3568379650952703,$14 for sure,80% chance of $11; 20% chance of $19,14.0,12.600000000000001,0.0,3.2,14.0,11.0,14.0,19.0,1,2,B
3880,3157,False,15,1,10,1.0,10,50,0.2,-2,1,6,False,0,0.48,0.4459340117743239,$10 for sure,80% chance of -$2; 0.625% chance of $47.5; 3.125% chance of $48.5; 6.25% chance of $49.5; 6.25% chance of $50.5; 3.125% chance of $51.5; 0.625% chance of $52.5,10.0,8.4,0.0,20.806008747474852,10.0,-2.0,10.0,52.5,1,7,A
3885,3160,False,15,1,23,1.0,23,42,0.6,-15,0,1,False,0,0.2266666666666666,0.198086080374405,$23 for sure,40% chance of -$15; 60% chance of $42,23.0,19.2,0.0,27.92418306772823,23.0,-15.0,23.0,42.0,1,2,A
3891,3165,False,15,1,30,1.0,30,31,0.95,13,0,1,False,0,0.3733333333333333,0.3918211448145818,$30 for sure,5% chance of $13; 95% chance of $31,30.0,30.1,0.0,3.9230090491866076,30.0,13.0,30.0,31.0,1,2,A
3893,3166,False,16,1,-5,1.0,-5,-10,0.75,-21,2,2,False,0,0.1125,0.2187083293643233,-$5 for sure,25% chance of -$21; 37.5% chance of -$11; 37.5% chance of -$9,-5.0,-12.75,0.0,4.841229182759271,-5.0,-21.0,-5.0,-9.0,1,3,A
3895,3168,False,16,1,21,1.0,21,65,0.25,1,0,1,False,0,0.375,0.3714835124201341,$21 for sure,75% chance of $1; 25% chance of $65,21.0,17.0,0.0,27.712812921102035,21.0,1.0,21.0,65.0,1,2,A
3899,3171,False,17,1,20,0.2,11,9,0.99,7,2,5,False,0,0.2470588235294117,0.2695311833972637,20% chance of $20; 80% chance of $11,1% chance of $7; 49.5% chance of $5; 24.75% chance of $7; 12.375% chance of $11; 6.188% chance of $19; 6.188% chance of $35,12.8,8.980000000000002,3.6,7.580211078855261,11.0,5.0,20.0,35.0,2,6,A
3905,3176,False,17,1,10,1.0,10,101,0.05,9,0,1,False,0,0.776470588235294,0.3231280933405239,$10 for sure,95% chance of $9; 5% chance of $101,10.0,13.6,0.0,20.050935140287102,10.0,9.0,10.0,101.0,1,2,B
3918,3188,False,17,1,9,0.1,-7,21,0.25,-19,0,1,False,0,0.5490196078431373,0.3452289190319197,10% chance of $9; 90% chance of -$7,75% chance of -$19; 25% chance of $21,-5.3999999999999995,-9.0,4.8,17.320508075688775,-7.0,-19.0,9.0,21.0,2,2,B
3921,3190,False,18,1,24,0.5,-30,-3,0.9,-21,1,2,False,0,0.3,0.3235828832817663,50% chance of $24; 50% chance of -$30,10% chance of -$21; 45% chance of -$3.5; 45% chance of -$2.5,-3.0,-4.8,27.0,5.420793299877794,-30.0,-21.0,24.0,-2.5,2,3,A
3925,3193,False,17,1,9,0.99,8,37,0.01,20,1,4,False,0,0.9176470588235296,0.1740520544178057,99% chance of $9; 1% chance of $8,99% chance of $20; 0.125% chance of $35.5; 0.375% chance of $36.5; 0.375% chance of $37.5; 0.125% chance of $38.5,8.99,20.169999999999998,0.09949874371066203,1.6936941872723068,8.0,20.0,9.0,38.5,2,5,B
3935,3203,False,16,1,-6,1.0,-6,45,0.2,-11,1,6,False,0,0.8500000000000001,0.2875181153713043,-$6 for sure,80% chance of -$11; 0.625% chance of $42.5; 3.125% chance of $43.5; 6.25% chance of $44.5; 6.25% chance of $45.5; 3.125% chance of $46.5; 0.625% chance of $47.5,-6.0,0.1999999999999993,0.0,22.40557966221807,-6.0,-11.0,-6.0,47.5,1,7,B
3944,3211,False,15,1,-8,1.0,-8,-8,1.0,-8,3,4,False,0,0.5733333333333335,0.3692979181920099,-$8 for sure,50% chance of -$5; 25% chance of -$7; 12.5% chance of -$11; 12.5% chance of -$19,-8.0,-8.0,0.0,4.58257569495584,-8.0,-19.0,-8.0,-5.0,1,4,B
3958,3224,False,15,1,16,1.0,16,57,0.1,18,1,6,False,0,0.6933333333333332,0.2814926202195987,$16 for sure,90% chance of $18; 0.312% chance of $54.5; 1.562% chance of $55.5; 3.125% chance of $56.5; 3.125% chance of $57.5; 1.562% chance of $58.5; 0.312% chance of $59.5,16.0,21.900000000000002,0.0,11.705340661424595,16.0,18.0,16.0,59.5,1,7,B
3960,3225,False,16,1,3,1.0,3,48,0.2,-20,1,6,False,0,0.35,0.3829708431025353,$3 for sure,80% chance of -$20; 0.625% chance of $45.5; 3.125% chance of $46.5; 6.25% chance of $47.5; 6.25% chance of $48.5; 3.125% chance of $49.5; 0.625% chance of $50.5,3.0,-6.3999999999999995,0.0,27.204595200076035,3.0,-20.0,3.0,50.5,1,7,A
3965,3230,False,16,1,11,1.0,11,23,0.8,-35,2,5,False,0,0.4375000000000001,0.3810074364978545,$11 for sure,20% chance of -$35; 40% chance of $19; 20% chance of $21; 10% chance of $25; 5% chance of $33; 5% chance of $49,11.0,11.399999999999999,0.0,24.179330015531857,11.0,-35.0,11.0,49.0,1,6,A
3966,3231,False,16,1,-3,1.0,-3,71,0.25,-37,3,4,False,0,0.6,0.3723797345005049,-$3 for sure,75% chance of -$37; 12.5% chance of $74; 6.25% chance of $72; 3.125% chance of $68; 3.125% chance of $60,-3.0,-10.0,0.0,46.82146943443787,-3.0,-37.0,-3.0,74.0,1,5,B
3972,3236,False,16,1,19,1.0,19,25,0.6,11,1,6,False,0,0.575,0.3568379650952703,$19 for sure,40% chance of $11; 1.875% chance of $22.5; 9.375% chance of $23.5; 18.75% chance of $24.5; 18.75% chance of $25.5; 9.375% chance of $26.5; 1.875% chance of $27.5,19.0,19.4,0.0,6.913031173081746,19.0,11.0,19.0,27.5,1,7,B
3978,3241,False,16,1,22,1.0,22,75,0.01,15,1,2,False,0,0.3128787878787879,0.3724709638568315,$22 for sure,99% chance of $15; 0.5% chance of $74.5; 0.5% chance of $75.5,22.0,15.6,0.0,5.97013400184619,22.0,15.0,22.0,75.5,1,3,A
3984,3246,False,16,1,28,1.0,28,106,0.1,21,0,1,False,0,0.425,0.3568379650952703,$28 for sure,90% chance of $21; 10% chance of $106,28.0,29.500000000000004,0.0,25.500000000000004,28.0,21.0,28.0,106.0,1,2,A
3987,3248,False,16,1,5,1.0,5,71,0.2,-4,0,1,False,0,0.4375,0.3667424164178449,$5 for sure,80% chance of -$4; 20% chance of $71,5.0,11.0,0.0,30.0,5.0,-4.0,5.0,71.0,1,2,A
3988,3249,False,16,1,3,1.0,3,16,0.4,-10,0,1,False,0,0.325,0.3642343567906062,$3 for sure,60% chance of -$10; 40% chance of $16,3.0,0.40000000000000036,0.0,12.737346662472527,3.0,-10.0,3.0,16.0,1,2,A
3990,3250,False,16,1,20,1.0,20,78,0.5,-39,0,1,False,0,0.5375,0.4716990566028302,$20 for sure,50% chance of -$39; 50% chance of $78,20.0,19.5,0.0,58.5,20.0,-39.0,20.0,78.0,1,2,B
3993,3253,False,16,1,-7,1.0,-7,31,0.01,-11,0,1,False,0,0.475,0.3785938897200183,-$7 for sure,99% chance of -$11; 1% chance of $31,-7.0,-10.58,0.0,4.1789472358478035,-7.0,-11.0,-7.0,31.0,1,2,A
4000,3259,False,17,1,-8,1.0,-8,13,0.4,-27,0,1,False,0,0.4941176470588236,0.40073461953532,-$8 for sure,60% chance of -$27; 40% chance of $13,-8.0,-11.0,0.0,19.595917942265423,-8.0,-27.0,-8.0,13.0,1,2,A
4009,3267,False,17,1,24,1.0,24,41,0.2,19,2,6,False,0,0.5647058823529412,0.3951916884098593,$24 for sure,80% chance of $19; 10% chance of $36; 5% chance of $38; 2.5% chance of $42; 1.25% chance of $50; 0.625% chance of $66; 0.625% chance of $98,24.0,23.399999999999995,0.0,10.27813212602366,24.0,19.0,24.0,98.0,1,7,B
4011,3269,False,16,1,14,0.25,-2,-5,0.5,-6,0,1,False,0,0.1125,0.2305789814069501,25% chance of $14; 75% chance of -$2,50% chance of -$6; 50% chance of -$5,2.0,-5.5,6.928203230275509,0.5,-2.0,-6.0,14.0,-5.0,2,2,A
4014,3272,False,16,1,-6,1.0,-6,8,0.1,-13,0,1,False,0,0.4125000000000001,0.389657969677682,-$6 for sure,90% chance of -$13; 10% chance of $8,-6.0,-10.9,0.0,6.3,-6.0,-13.0,-6.0,8.0,1,2,A
4015,3273,False,16,1,24,0.8,-31,83,0.1,4,1,8,False,-1,0.7374999999999999,0.3324154027718932,80% chance of $24; 20% chance of -$31,90% chance of $4; 0.078% chance of $79.5; 0.547% chance of $80.5; 1.641% chance of $81.5; 2.734% chance of $82.5; 2.734% chance of $83.5; 1.641% chance of $84.5; 0.547% chance of $85.5; 0.078% chance of $86.5,13.000000000000004,11.900000000000002,21.999999999999996,23.703691695598813,-31.0,4.0,24.0,86.5,2,9,B
4019,3276,False,16,1,25,0.99,-1,83,0.25,15,0,1,False,0,0.7124999999999999,0.3263433774416144,99% chance of $25; 1% chance of -$1,75% chance of $15; 25% chance of $83,24.74,32.0,2.5869673364772128,29.444863728670914,-1.0,15.0,25.0,83.0,2,2,B
4021,3277,False,16,1,2,1.0,2,67,0.25,-4,0,1,False,0,0.6,0.4131182235954577,$2 for sure,75% chance of -$4; 25% chance of $67,2.0,13.75,0.0,30.74390183434757,2.0,-4.0,2.0,67.0,1,2,B
4025,3280,False,16,1,24,1.0,24,61,0.05,30,0,1,False,0,0.675,0.3924283374069717,$24 for sure,95% chance of $30; 5% chance of $61,24.0,31.55,0.0,6.756293362488044,24.0,30.0,24.0,61.0,1,2,B
4027,3281,False,16,1,47,0.1,25,59,0.6,-12,0,1,False,0,0.2625,0.3556683848755748,10% chance of $47; 90% chance of $25,40% chance of -$12; 60% chance of $59,27.2,30.599999999999998,6.6000000000000005,34.78275434752113,25.0,-12.0,47.0,59.0,2,2,A
4033,3286,False,16,1,25,0.05,20,82,0.25,-13,0,1,False,0,0.3124999999999999,0.3575378767813745,5% chance of $25; 95% chance of $20,75% chance of -$13; 25% chance of $82,20.25,10.75,1.0897247358851685,41.13620667976084,20.0,-13.0,25.0,82.0,2,2,A
4037,3289,False,16,1,1,1.0,1,77,0.01,0,1,4,False,0,0.3125,0.3575378767813745,$1 for sure,99% chance of $0; 0.125% chance of $75.5; 0.375% chance of $76.5; 0.375% chance of $77.5; 0.125% chance of $78.5,1.0,0.77,0.0,7.661892716555094,1.0,0.0,1.0,78.5,1,5,A
4039,3290,False,16,1,20,1.0,20,47,0.6,-30,0,1,False,0,0.2125,0.2963668897386031,$20 for sure,40% chance of -$30; 60% chance of $47,20.0,16.2,0.0,37.722142038860945,20.0,-30.0,20.0,47.0,1,2,A
4042,3292,False,16,1,23,1.0,23,18,0.95,0,1,4,False,0,0.1,0.1932183566158592,$23 for sure,5% chance of $0; 11.875% chance of $16.5; 35.625% chance of $17.5; 35.625% chance of $18.5; 11.875% chance of $19.5,23.0,17.099999999999998,0.0,4.012792045446663,23.0,0.0,23.0,19.5,1,5,A
4044,3294,False,16,1,25,0.6,3,16,0.8,-30,0,1,False,0,0.125,0.2175622516277429,60% chance of $25; 40% chance of $3,20% chance of -$30; 80% chance of $16,16.2,6.8000000000000025,10.777754868245983,18.4,3.0,-30.0,25.0,16.0,2,2,A
4046,3296,False,15,1,-6,1.0,-6,18,0.6,-32,0,1,False,0,0.6337891737891738,0.3211812105526581,-$6 for sure,40% chance of -$32; 60% chance of $18,-6.0,-2.0000000000000018,0.0,24.49489742783178,-6.0,-32.0,-6.0,18.0,1,2,B
4065,3314,False,15,1,5,0.6,-18,34,0.2,-12,3,5,False,-1,0.4,0.3545621041711673,60% chance of $5; 40% chance of -$18,80% chance of -$12; 10% chance of $38; 5% chance of $36; 2.5% chance of $32; 1.25% chance of $24; 1.25% chance of $8,-4.2,-2.8000000000000016,11.26765281680262,18.712562625145708,-18.0,-12.0,5.0,38.0,2,6,A
4068,3317,False,17,1,27,1.0,27,43,0.1,24,0,1,False,0,0.5882352941176471,0.3568654384729216,$27 for sure,90% chance of $24; 10% chance of $43,27.0,25.900000000000002,0.0,5.7,27.0,24.0,27.0,43.0,1,2,B
4071,3320,False,18,1,24,0.25,4,41,0.25,-10,0,1,False,0,0.2444444444444445,0.2705598166378093,25% chance of $24; 75% chance of $4,75% chance of -$10; 25% chance of $41,9.0,2.75,8.660254037844387,22.083647796503186,4.0,-10.0,24.0,41.0,2,2,A
